College,Status,Team,Experience,LastName,FirstName,Number,PlayerId,Position
Nebraska,Retired, ,2 Seasons,"Lafleur, Bill", ,billlafleur/2503959,
Eastern Kentucky,Retired, ,7 Seasons,"Chambers, Wally", ,wallychambers/2511328,
Colorado,Retired, ,4 Seasons,"Johnson, Jesse", ,jessejohnson/2517671,
USC,Retired, ,9 Seasons,"Galbraith, Scott", ,scottgalbraith/2500740,
U. of Pacific,Retired, ,4 Seasons,"Martinovich, Phil", ,philmartinovich/2520276,
Texas-El Paso,Active,Chicago Bears,1st season,"Robertson-Harris, Roy",47,royrobertson-harris/2556665,LB
Arkansas State,Retired, ,4 Seasons,"Jennings, M.D.", ,m.d.jennings/2530703,
Wisconsin,Retired, ,4 Seasons,"Dittrich, John", ,johndittrich/2512970,
Toledo,Retired, ,2 Seasons,"Noble, Danny", ,dannynoble/2535604,
West Chester,Retired, ,5 Seasons,"Senser, Joe", ,joesenser/2525330,
North Texas,Active,New Orleans Saints,6th season,"Robertson, Craig",52,craigrobertson/2532431,OLB
Texas Tech,Active,Washington Redskins,Rookie,"Robertson, Pete", ,peterobertson/2556770,LB
Washington,Retired, ,9 Seasons,"Lansford, Mike", ,mikelansford/2519076,
Wisconsin,Retired, ,7 Seasons,"Panos, Joe", ,joepanos/2502395,
Army,Retired, ,1 Season,"Anderson, Bob", ,bobanderson/2508523,
William & Mary,Retired, ,5 Seasons,"Knight, David", ,davidknight/2518636,
Utah,Retired, ,8 Seasons,"Anderson, Jamal", ,jamalanderson/2499427,
Franklin & Marshall,Retired, ,1 Season,"Caterbone, Mike", ,mikecaterbone/2511282,
Iowa,Retired, ,3 Seasons,"Zusevics, Markus", ,markuszusevics/2533007,
Notre Dame,Retired, ,1 Season,"Gompers, Bill", ,billgompers/2515029,
Carson-Newman,Retired, ,1 Season,"Hardy, Robert", ,roberthardy/2515831,
Oregon,Retired, ,7 Seasons,"Patera, Jack", ,jackpatera/2522835,
Colorado State,Retired, ,8 Seasons,"Keys, Brady", ,bradykeys/2518401,
North Carolina State,Retired, ,2 Seasons,"Farrar, Vinnie", ,vinniefarrar/2513853,
Nevada-Las Vegas,Retired, ,3 Seasons,"Bailey, Henry", ,henrybailey/2499491,
Clemson,Retired, ,5 Seasons,"Barnes, Gary", ,garybarnes/2509017,
Jackson State,Retired, ,6 Seasons,"Gordon, Cletis", ,cletisgordon/2506798,
Washington State,Injured reserve,Philadelphia Eagles,Rookie,"Williams, Dom", ,domwilliams/2556827,WR
Tulsa,Retired, ,8 Seasons,"Ostroski, Jerry", ,jerryostroski/2502368,
Penn State,Unsigned free agent,Jacksonville Jaguars,8th season,"Odrick, Jared",75,jaredodrick/496835,DE
Oklahoma,Retired, ,2 Seasons,"Harris, Nic", ,nicharris/71323,
Grambling State,Retired, ,4 Seasons,"Pennywell, Robert", ,robertpennywell/2522984,
Purdue,Retired, ,3 Seasons,"King, Bruce", ,bruceking/2518484,
Lawrence,Retired, ,1 Season,"Owens, Rip", ,ripowens/2522632,
Wisconsin,Retired, ,3 Seasons,"Matthews, Ira", ,iramatthews/2520363,
Penn State,Retired, ,2 Seasons,"Rice, Matthew", ,matthewrice/2506729,
Southern Illinois,Retired, ,12 Seasons,"Antwine, Houston", ,houstonantwine/2508591,
Missouri,Unsigned free agent,Atlanta Falcons,7th season,"Weatherspoon, Sean",56,seanweatherspoon/496963,OLB
San Diego State,Retired, ,1 Season,"Kahui, Kurt", ,kurtkahui/2507021,
USC,Active,Los Angeles Rams,5th season,"Robey-Coleman, Nickell", ,nickellrobey-coleman/2540197,DB
USC,Retired, ,1 Season,"Walker, John", ,johnwalker/2506671,
Samford,Retired, ,1 Season,"Schenker, Nate", ,nateschenker/2525020,
Kansas State,Retired, ,3 Seasons,"Hanson, Homer", ,homerhanson/2515778,
Carnegie Mellon,Retired, ,1 Season,"Kavel, George", ,georgekavel/2518187,
Oklahoma,Retired, ,2 Seasons,"Mathis, Reggie", ,reggiemathis/2520332,
Florida,Retired, ,1 Season,"Lemmens, Duke", ,dukelemmens/2531047,
Georgia Tech,Retired, ,1 Season,"Harrison, Anthony", ,anthonyharrison/2516019,
Massachusetts,Active,New Orleans Saints,Rookie,"Robinson-Woodgett, John", ,johnrobinson-woodgett/2559092,FB
Georgia Tech,Retired, ,1 Season,"Mays, Jerry", ,jerrymays/2520444,
Washington,Retired, ,5 Seasons,"Pahukoa, Jeff", ,jeffpahukoa/2502383,
Iowa,Retired, ,8 Seasons,"Godfrey, Charles", ,charlesgodfrey/1292,
Alabama,Active,Detroit Lions,2nd season,"Robinson, A'Shawn",91,a'shawnrobinson/2555265,DT
Illinois,Retired, ,1 Season,"Hall, Dick", ,dickhall/2515650,
Oregon,Retired, ,5 Seasons,"Matthews, Casey", ,caseymatthews/2495309,
Bethune-Cookman,Retired, ,4 Seasons,"Samuels, Tony", ,tonysamuels/2524836,
Cincinnati,Retired, ,3 Seasons,"Gaines, Wentford", ,wentfordgaines/2514549,
Cincinnati,Retired, ,3 Seasons,"Schaffer, J.K.", ,j.k.schaffer/2535846,
Southern Methodist,Active,San Francisco 49ers,5th season,"Robinson, Aldrick", ,aldrickrobinson/2495331,WR
Texas A&M,Retired, ,1 Season,"Teichelman, Lance", ,lanceteichelman/2503273,
Florida A&M,Retired, ,0 Season,"Kiser, Roosevelt", ,rooseveltkiser/2518568,
Vanderbilt,Retired, ,1 Season,"Goodridge, Bob", ,bobgoodridge/2515068,
Penn State,Active,Jacksonville Jaguars,4th season,"Robinson, Allen",15,allenrobinson/2543509,WR
Pittsburgh,Retired, ,3 Seasons,"Walton, Frank", ,frankwalton/2528194,
Alabama,Active,Jacksonville Jaguars,Rookie,"Robinson, Cam", ,camrobinson/2558004,OT
Wisconsin,Retired, ,10 Seasons,"Rabach, Casey", ,caseyrabach/2504699,
South Carolina,Active,Detroit Lions,3rd season,"Robinson, Corey",70,coreyrobinson/2552356,OT
Florida,Active,Kansas City Chiefs,2nd season,"Robinson, Demarcus",14,demarcusrobinson/2555478,WR
Northern Illinois,Retired, ,0 Season,"Baxter, Alan", ,alanbaxter/2541683,
No College,Retired, ,1 Season,"Seeds, Frank", ,frankseeds/2525283,
Kansas State,Retired, ,1 Season,"Hahn, Ray", ,rayhahn/2515586,
Illinois,Retired, ,2 Seasons,"Johnson, Filmel", ,filmeljohnson/2501423,
Tennessee State,Retired, ,9 Seasons,"Wheeler, Dwight", ,dwightwheeler/2528604,
Elon,Retired, ,3 Seasons,"Hackett, Joey", ,joeyhackett/2515543,
Indiana,Retired, ,1 Season,"Paci, John", ,johnpaci/2502380,
Cincinnati,Retired, ,3 Seasons,"Gilyard, Mardy", ,mardygilyard/497292,
St. Mary's (CA),Retired, ,1 Season,"Giannoni, Jack", ,jackgiannoni/2514801,
Virginia,Retired, ,11 Seasons,"Canty, Chris", ,chriscanty/2506469,
Oregon State,Retired, ,3 Seasons,"Franklin, Red", ,redfranklin/2514371,
Tennessee,Retired, ,2 Seasons,"Knight, Steve", ,steveknight/2518648,
Texas A&M,Retired, ,4 Seasons,"England, Eric", ,ericengland/2500554,
San Jose State,Retired, ,5 Seasons,"Titchenal, Bob", ,bobtitchenal/2527464,
Newberry,Active,Minnesota Vikings,3rd season,"Robinson, Edmond",51,edmondrobinson/2552441,OLB
Oklahoma State,Retired, ,11 Seasons,"Baker, Ron", ,ronbaker/2508891,
California,Retired, ,2 Seasons,"Imlay, Tut", ,tutimlay/2517155,
Montana,Retired, ,5 Seasons,"Forte, Aldo", ,aldoforte/2514256,
Colorado,Retired, ,4 Seasons,"Liddiard, Brody", ,brodyliddiard/2504005,
Pittsburg State,Retired, ,15 Seasons,"Gammon, Kendall", ,kendallgammon/2500750,
Tennessee State,Active,Jacksonville Jaguars,Rookie,"Robinson, Ezra", ,ezrarobinson/2559237,CB
Stanford,Unsigned free agent,Arizona Cardinals,5th season,"Taylor, Stepfan",30,stepfantaylor/2539315,RB
Washington,Retired, ,6 Seasons,"Kaufman, Napoleon", ,napoleonkaufman/2501567,
Dayton,Retired, ,2 Seasons,"Knorr, Larry", ,larryknorr/2518654,
Auburn,Active,Los Angeles Rams,4th season,"Robinson, Greg",73,gregrobinson/2543458,T
Iowa,Retired, ,5 Seasons,"Paschal, Marcus", ,marcuspaschal/2495702,
Prairie View A&M,Retired, ,10 Seasons,"Adams, Sam", ,samadams/2508224,
Ohio U.,Retired, ,14 Seasons,"Zastudil, Dave", ,davezastudil/2505105,
Memphis,Retired, ,0 Season,"West, Marcus", ,marcuswest/2528559,
Iowa,Retired, ,0 Season,"Hamilton, Ray", ,rayhamilton/2553532,
Arkansas,Retired, ,1 Season,"Leon, Anthony", ,anthonyleon/2530586,
Florida A&M,Retired, ,6 Seasons,"Fann, Chad", ,chadfann/2500588,
Illinois,Retired, ,6 Seasons,"Asamoah, Jon", ,jonasamoah/496978,
Houston,Retired, ,6 Seasons,"Thomas, Earl", ,earlthomas/2527232,
Texas A&M-Commerce,Retired, ,2 Seasons,"Johnson, Jay", ,jayjohnson/2517732,
Michigan,Retired, ,3 Seasons,"Bellamy, Ronald", ,ronaldbellamy/2505395,
Louisiana-Lafayette,Active,Jacksonville Jaguars,1st season,"Robinson, Jamal", ,jamalrobinson/2556667,WR
Long Beach State,Retired, ,1 Season,"Hampton, Kwante", ,kwantehampton/2515725,
Jackson State,Retired, ,5 Seasons,"Johnson, Jaymar", ,jaymarjohnson/2653,
Southern University,Retired, ,1 Season,"Nairn, Harvey", ,harveynairn/2521940,
Iowa,Retired, ,3 Seasons,"Gambol, Chris", ,chrisgambol/2514590,
North Carolina,Unsigned free agent,Pittsburgh Steelers,13th season,"Warren, Greg",60,gregwarren/2506151,LS
Central Florida,Active,Tampa Bay Buccaneers,6th season,"Robinson, Josh",26,joshrobinson/2533542,DB
San Francisco,Retired, ,1 Season,"Sabuco, Tino", ,tinosabuco/2524777,
Notre Dame,Retired, ,4 Seasons,"Zontini, Lou", ,louzontini/2529683,
Florida,Retired, ,1 Season,"Goff, Clark", ,clarkgoff/2514994,
Southeastern Louisiana,Retired, ,1 Season,"Alvarez, Wilson", ,wilsonalvarez/2508424,
New Mexico,Retired, ,2 Seasons,"Thomas, Lamaar", ,lamaarthomas/2541600,
Texas,Active,New York Giants,6th season,"Robinson, Keenan",57,keenanrobinson/2532940,LB
Vanderbilt,Retired, ,2 Seasons,"Scott, Chuck", ,chuckscott/2525181,
Washington State,Retired, ,5 Seasons,"Farman, Dick", ,dickfarman/2513833,
Baylor,Retired, ,5 Seasons,"Nelms, Mike", ,mikenelms/2522004,
Florida State,Active,Philadelphia Eagles,8th season,"Robinson, Patrick", ,patrickrobinson/2508084,DB
LSU,Active,San Francisco 49ers,2nd season,"Robinson, Rashard",33,rashardrobinson/2555546,CB
Utah,Unsigned free agent,Carolina Panthers,11th season,"Soliai, Paul",90,paulsoliai/2507195,DE
Notre Dame,Retired, ,2 Seasons,"Harrison, Tyreo", ,tyreoharrison/2504996,
Vanderbilt,Retired, ,8 Seasons,"Plasman, Dick", ,dickplasman/2523307,
Oklahoma,Retired, ,2 Seasons,"Rhymes, Buster", ,busterrhymes/2524044,
Rancho Santiago Coll. CA (J.C.),Retired, ,7 Seasons,"Allen, Duane", ,duaneallen/2508362,
Notre Dame,Active,Atlanta Falcons,5th season,"Robinson, Trevor",60,trevorrobinson/2535842,G
No College,Retired, ,1 Season,"Aiyegbusi, Babatunde", ,babatundeaiyegbusi/2553282,
Nevada-Las Vegas,Retired, ,1 Season,"Knight, Suge", ,sugeknight/2518644,
Washington,Retired, ,17 Seasons,"Chandler, Chris", ,chrischandler/2500048,
Furman,Active,New York Giants,Rookie,"Robinson, Trey", ,treyrobinson/2559351,DB
Texas,Active,Minnesota Vikings,11th season,"Robison, Brian",96,brianrobison/2495723,DE
Virginia Tech,Retired, ,8 Seasons,"Davis, Anthony", ,anthonydavis/2505386,
Temple,Retired, ,1 Season,"Grace, Les", ,lesgrace/2515131,
Illinois State,Retired, ,1 Season,"Walker, Ty", ,tywalker/2542043,
Florida,Retired, ,14 Seasons,"Matthews, Shane", ,shanematthews/2501913,
Iowa State,Retired, ,3 Seasons,"Kasperek, Dick", ,dickkasperek/2518170,
Hardin-Simmons,Retired, ,1 Season,"Pittman, Swede", ,swedepittman/2523281,
Michigan State,Retired, ,7 Seasons,"Mandarich, Tony", ,tonymandarich/2501854,
Langston,Retired, ,5 Seasons,"Payne, Ken", ,kenpayne/2522901,
South Carolina State,Retired, ,11 Seasons,"Gilliam, John", ,johngilliam/2514889,
Minnesota,Retired, ,13 Seasons,"Larson, Greg", ,greglarson/2519105,
Southern Methodist,Retired, ,5 Seasons,"Rhinehart, Coby", ,cobyrhinehart/2502639,
UCLA,Retired, ,10 Seasons,"Young, Mike", ,mikeyoung/2503840,
Penn State,Retired, ,2 Seasons,"Giannetti, Frank", ,frankgiannetti/2500798,
San Diego State,Retired, ,4 Seasons,"Wallace, Roberto", ,robertowallace/2507903,
The Citadel,Retired, ,1 Season,"Dawson, Lew", ,lewdawson/2505819,
Ohio State,Active,Denver Broncos,4th season,"Roby, Bradley",29,bradleyroby/2543505,CB
Grambling State,Retired, ,1 Season,"Anderson, Anthony", ,anthonyanderson/2508463,
Notre Dame,Active,Los Angeles Chargers,Rookie,"Rochell, Isaac", ,isaacrochell/2557860,DT
Memphis,Retired, ,7 Seasons,"Taylor, Ed", ,edtaylor/2527082,
Kansas State,Retired, ,3 Seasons,"Johnson, Jason", ,jasonjohnson/2501427,
Utah State,Retired, ,5 Seasons,"Marsh, Curtis", ,curtismarsh/2508116,
Eastern Michigan,Retired, ,5 Seasons,"Adams, Vashone", ,vashoneadams/2499359,
Wisconsin,Retired, ,17 Seasons,"Bakken, Jim", ,jimbakken/2508901,
Miami (Fla.),Retired, ,3 Seasons,"Ford, Chase", ,chaseford/2534244,
Tennessee State,Active,New York Giants,10th season,"Rodgers-Cromartie, Dominique",41,dominiquerodgers-cromartie/306,CB
Minnesota,Retired, ,4 Seasons,"Tierney, Festus", ,festustierney/2527421,
Fresno State,Retired, ,1 Season,"Handley, Dick", ,dickhandley/2515735,
California,Active,Green Bay Packers,13th season,"Rodgers, Aaron",12,aaronrodgers/2506363,QB
Oregon State,Active,Tampa Bay Buccaneers,7th season,"Rodgers, Jacquizz",32,jacquizzrodgers/2495471,RB
Florida,Retired, ,3 Seasons,"Parker, Joel", ,joelparker/2522746,
Brigham Young,Retired, ,5 Seasons,"Ehin, Chuck", ,chuckehin/2513511,
William & Mary,Retired, ,6 Seasons,"Ramsey, Buster", ,busterramsey/2523716,
Tennessee State,Retired, ,1 Season,"Walker, Willie", ,williewalker/2528132,
USC,Retired, ,6 Seasons,"Tatupu, Lofa", ,lofatatupu/2506384,
Cincinnati,Retired, ,1 Season,"Taylor, Jesse", ,jessetaylor/2527095,
Ohio State,Retired, ,4 Seasons,"Gholston, Vernon", ,vernongholston/756,
Boston College,Retired, ,2 Seasons,"McCarthy, Brendan", ,brendanmccarthy/2520521,
Purdue,Retired, ,1 Season,"Quast, John", ,johnquast/2523636,
Niagara,Retired, ,1 Season,"DeSantis, Dan", ,dandesantis/2512837,
California (PA),Retired, ,4 Seasons,"Flint, Judson", ,judsonflint/2514154,
Arizona,Retired, ,1 Season,"Quinn, Kyle", ,kylequinn/2541937,
Texas A&M - Kingsville,Retired, ,9 Seasons,"Janik, Tom", ,tomjanik/2517409,
Ohio Northern,Unsigned free agent,New Orleans Saints,10th season,"Trusnik, Jason",57,jasontrusnik/2507277,LB
Arizona State,Retired, ,6 Seasons,"Peters, Scott", ,scottpeters/2504986,
Eastern Washington,Active,Pittsburgh Steelers,1st season,"Rodgers, Jake", ,jakerodgers/2553236,OT
Texas Tech,Retired, ,1 Season,"Webb, George", ,georgewebb/2528417,
Syracuse,Retired, ,6 Seasons,"Carpenter, Rob", ,robcarpenter/2499995,
Colorado,Retired, ,5 Seasons,"Anderson, Bobby", ,bobbyanderson/2508522,
Wisconsin,Retired, ,1 Season,"Kemp, Andy", ,andykemp/71355,
Prairie View A&M,Retired, ,11 Seasons,"Taylor, Otis", ,otistaylor/2527108,
Dubuque,Retired, ,3 Seasons,"Armstrong, John", ,johnarmstrong/2508636,
Michigan State,Retired, ,1 Season,"Randall, Jason", ,jasonrandall/2506159,
Baylor,Retired, ,1 Season,"Kirk, George", ,georgekirk/2518546,
Oregon State,Retired, ,3 Seasons,"Taylor, Brian", ,briantaylor/2503253,
California,Active,Green Bay Packers,4th season,"Rodgers, Richard",82,richardrodgers/2550313,TE
North Carolina,Retired, ,0 Season,"Watkins, Jacoby", ,jacobywatkins/2528337,
Brown,Retired, ,1 Season,"Talbot, John", ,johntalbot/2526992,
Robert Morris,Retired, ,1 Season,"Dalton, A.J.", ,a.j.dalton/2550553,
Miami (Ohio),Active,Pittsburgh Steelers,14th season,"Roethlisberger, Ben",7,benroethlisberger/2506109,QB
Cincinnati,Retired, ,1 Season,"Harvin, Allen", ,allenharvin/2516067,
Marshall,Retired, ,1 Season,"Hall, Ashton", ,ashtonhall/2515615,
Auburn,Retired, ,5 Seasons,"Tillman, Lawyer", ,lawyertillman/2503358,
Southern Mississippi,Retired, ,0 Season,"Batiste, George", ,georgebatiste/2509157,
Stanford,Retired, ,11 Seasons,"Walsh, Chris", ,chriswalsh/2503522,
UCLA,Retired, ,7 Seasons,"Ball, Eric", ,ericball/2499509,
Penn State,Retired, ,2 Seasons,"Killinger, Glenn", ,glennkillinger/2518437,
Grambling State,Active,Indianapolis Colts,2nd season,"Rogers, Chester",80,chesterrogers/2556396,WR
San Diego State,Retired, ,10 Seasons,"Farwell, Heath", ,heathfarwell/2506242,
Connecticut,Retired, ,5 Seasons,"Fincher, Alfred", ,alfredfincher/2506421,
USC,Active,Seattle Seahawks,Rookie,"Rogers, Darreus", ,darreusrogers/2559238,WR
Michigan,Retired, ,4 Seasons,"Jilek, Dan", ,danjilek/2517538,
Augusta State,Retired, ,4 Seasons,"Kight, Danny", ,dannykight/2501609,
Wisconsin,Retired, ,10 Seasons,"Daniels, Owen", ,owendaniels/2495825,
Nebraska,Retired, ,1 Season,"DeWitz, Herb", ,herbdewitz/2512876,
Missouri,Retired, ,8 Seasons,"Fellows, Ron", ,ronfellows/2513925,
Virginia,Retired, ,3 Seasons,"Papit, Johnny", ,johnnypapit/2522711,
Ohio State,Retired, ,6 Seasons,"Scott, Bo", ,boscott/2525222,
Delta State,Retired, ,2 Seasons,"Chesser, George", ,georgechesser/2511417,
Fresno State,Retired, ,2 Seasons,"Masini, Len", ,lenmasini/2520286,
Delaware,Retired, ,2 Seasons,"Thompson, Hal", ,halthompson/2527333,
Eastern Kentucky,Retired, ,14 Seasons,"Jackson, John", ,johnjackson/2501328,
Clemson,Retired, ,3 Seasons,"Adams, Gaines", ,gainesadams/2495526,
Louisville,Active,Pittsburgh Steelers,3rd season,"Rogers, Eli",17,elirogers/2553737,WR
Washington,Retired, ,1 Season,"Reffett, Jordan", ,jordanreffett/2523907,
Houston,Retired, ,5 Seasons,"Ford, Charlie", ,charlieford/2514217,
Muhlenberg,Retired, ,1 Season,"Zuzzio, Tony", ,tonyzuzzio/2529696,
Iowa State,Retired, ,1 Season,"Watson, Jansen", ,jansenwatson/2550644,
Minnesota,Retired, ,0 Season,"Hamilton, Paris", ,parishamilton/2515695,
Virginia Tech,Active,Los Angeles Rams,Rookie,"Rogers, Sam", ,samrogers/2558196,FB
Catawba,Active,Arizona Cardinals,4th season,"Rolle, Jumal", ,jumalrolle/2541635,DB
Texas,Unsigned free agent,Cincinnati Bengals,6th season,"Brown, Chykie",23,chykiebrown/2495126,DB
Nebraska,Retired, ,1 Season,"Zaruba, Carroll", ,carrollzaruba/2529623,
North Carolina A&T,Retired, ,12 Seasons,"Phillips, Mel", ,melphillips/2523177,
Colgate,Retired, ,1 Season,"Eachus, Nate", ,nateeachus/2535982,
Baylor,Retired, ,1 Season,"Field, Doak", ,doakfield/2513995,
San Jose State,Retired, ,1 Season,"Liaina, Ina", ,inaliaina/2541722,
Arizona State,Retired, ,3 Seasons,"Nance, Dimitri", ,dimitrinance/2507821,
Iowa,Retired, ,0 Season,"Elgin, Mike", ,mikeelgin/2507257,
No College,Retired, ,2 Seasons,"Mansfield, Jerry", ,jerrymansfield/2520087,
Haskell Indian,Retired, ,1 Season,"Nix, George", ,georgenix/2522177,
Colorado,Retired, ,6 Seasons,"Hackett, D.J.", ,d.j.hackett/2505905,
Penn State,Retired, ,3 Seasons,"Patrick, John", ,johnpatrick/2522841,
UCLA,Retired, ,1 Season,"Case, Ernie", ,erniecase/2511232,
Miami (Ohio),Active,Green Bay Packers,3rd season,"Rollins, Quinten",24,quintenrollins/2552263,CB
West Virginia State,Retired, ,2 Seasons,"Anderson, Warren", ,warrenanderson/2508535,
USC,Retired, ,2 Seasons,"Salmon, Mike", ,mikesalmon/2502810,
Wilmington (Del.),Retired, ,3 Seasons,"Weimer, Chuck", ,chuckweimer/2528462,
Purdue,Active,Seattle Seahawks,Rookie,"Roos, Jordan", ,jordanroos/2559239,OG
California (PA),Retired, ,1 Season,"Mayo, Thomas", ,thomasmayo/2534873,
Oklahoma,Retired, ,9 Seasons,"Selmon, Lee Roy", ,leeroyselmon/2525316,
,Retired, ,,"Atcheson, Burl", ,burlatcheson/2508703,
Alabama,Retired, ,6 Seasons,"McCants, Keith", ,keithmccants/2501941,
Midwestern State,Retired, ,1 Season,"Eskridge, Zack", ,zackeskridge/2530954,
Coe,Retired, ,10 Seasons,"Jackson, Fred", ,fredjackson/2506871,
San Diego State,Retired, ,13 Seasons,"Salaam, Ephraim", ,ephraimsalaam/2502803,
Southern Oregon,Active,New York Giants,Rookie,"Rosas, Aldrick", ,aldrickrosas/2556771,K
Texas,Active,San Francisco 49ers,Rookie,"Rose, Nick", ,nickrose/2556450,K
Virginia,Retired, ,10 Seasons,"Reynolds, Ed", ,edreynolds/2502633,
Central Michigan,Retired, ,2 Seasons,"Tipton, Zurlon", ,zurlontipton/2550407,
North Carolina,Retired, ,1 Season,"DeRatt, Jim", ,jimderatt/2512823,
Georgia Tech,Retired, ,1 Season,"Beavers, Scott", ,scottbeavers/2509262,
Northeast Mississippi CC,Active,Houston Texans,Rookie,"Ross, Daniel", ,danielross/2559240,DE
California,Retired, ,3 Seasons,"Barnes, Pat", ,patbarnes/2499545,
Montana,Retired, ,6 Seasons,"Okoniewski, Steve", ,steveokoniewski/2522426,
Georgia Tech,Retired, ,0 Season,"Anoai, Joe", ,joeanoai/2508581,
Oregon State,Retired, ,1 Season,"Nichols, Aaron", ,aaronnichols/2531052,
Arkansas,Retired, ,2 Seasons,"Richardson, Matterral", ,matterralrichardson/2698,
Syracuse,Injured reserve,New York Jets,Rookie,"Estime, Brisly", ,brislyestime/2558939,WR
North Carolina,Retired, ,1 Season,"Elzy, Anthony", ,anthonyelzy/2531233,
Utah,Retired, ,2 Seasons,"Hafen, Barney", ,barneyhafen/2515560,
Missouri,Retired, ,3 Seasons,"Johnson, Mark", ,markjohnson/2517714,
Minnesota State,Retired, ,1 Season,"Hanson, Mark", ,markhanson/2515779,
Georgia,Retired, ,4 Seasons,"Scott, Lindsay", ,lindsayscott/2525209,
Utah,Retired, ,1 Season,"Richins, Aldo", ,aldorichins/2524129,
UCLA,Retired, ,11 Seasons,"Davis, Bruce", ,brucedavis/2512525,
Louisiana-Lafayette,Retired, ,8 Seasons,"Batiste, D'Anthony", ,d'anthonybatiste/2507004,
Michigan,Retired, ,1 Season,"Johnson, Gilvanni", ,gilvannijohnson/2517642,
Notre Dame,Retired, ,3 Seasons,"Gasparella, Joe", ,joegasparella/2514691,
Iowa State,Retired, ,6 Seasons,"Washington, Chris", ,chriswashington/2528273,
Mississippi State,Active,Carolina Panthers,Rookie,"Ross, Fred", ,fredross/2558993,WR
Arkansas,Retired, ,1 Season,"Reppond, Mike", ,mikereppond/2523981,
No College,Retired, ,2 Seasons,"Yokas, Frank", ,frankyokas/2529524,
Dayton,Retired, ,15 Seasons,"DeMarco, Bob", ,bobdemarco/2512769,
